physician_profile_id,physician_first_name,physician_last_name,submitting_applicable_manufacturer_or_applicable_gpo_name,total_amount_of_payment_usdollars,date_of_payment,nature_of_payment_or_transfer_of_value
172645,ANTHONY,TICKNER,Integra LifeSciences Corporation,9000,4/17/2020,Consulting Fee
1256735,BENJAMIN,SZERLIP,Integra LifeSciences Corporation,250,3/6/2020,Consulting Fee
1256735,BENJAMIN,SZERLIP,Integra LifeSciences Corporation,500,3/6/2020,Consulting Fee
1256735,BENJAMIN,SZERLIP,Integra LifeSciences Corporation,1000,3/6/2020,Consulting Fee
1256735,BENJAMIN,SZERLIP,Integra LifeSciences Corporation,3500,4/2/2020,Consulting Fee
1256735,BENJAMIN,SZERLIP,Integra LifeSciences Corporation,500,4/17/2020,Consulting Fee
170483,BRADLEY,HERBST,Integra LifeSciences Corporation,1462.5,1/3/2020,Consulting Fee
110648,BRETT,GREBING,Integra LifeSciences Corporation,750,3/12/2020,Consulting Fee
110648,BRETT,GREBING,Integra LifeSciences Corporation,500,3/12/2020,Consulting Fee
110648,BRETT,GREBING,Integra LifeSciences Corporation,1000,3/12/2020,Consulting Fee
110648,BRETT,GREBING,Integra LifeSciences Corporation,1750,4/10/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,1600,1/3/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,1500,1/3/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,2000,1/3/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,1160,2/21/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,500,2/21/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,290,6/12/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,330,7/10/2020,Consulting Fee
226425,BRIAN,ADAMS,Integra LifeSciences Corporation,250,7/10/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,4400,1/3/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,4125,1/3/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,3025,1/3/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,2200,1/3/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,10119.66,4/10/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,8989.5,4/17/2020,Consulting Fee
905186,BRYAN,DEN HARTOG,Integra LifeSciences Corporation,275,8/21/2020,Consulting Fee
339147,CHARLES,LEE,Integra LifeSciences Corporation,500,5/15/2020,Consulting Fee
339147,CHARLES,LEE,Integra LifeSciences Corporation,500,7/17/2020,Consulting Fee
339147,CHARLES,LEE,Integra LifeSciences Corporation,1000,10/16/2020,Consulting Fee
450950,CHIEN-WEI,LIAO,Integra LifeSciences Corporation,2400,12/4/2020,Consulting Fee
450950,CHIEN-WEI,LIAO,Integra LifeSciences Corporation,1200,12/23/2020,Consulting Fee
450950,CHIEN-WEI,LIAO,Integra LifeSciences Corporation,19200,4/2/2020,Consulting Fee
123639,CHRISTOPHER,ATTINGER,Integra LifeSciences Corporation,4384.85,4/2/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,3450,1/17/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,1150,1/17/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,575,1/17/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,2300,1/17/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,2156.25,1/17/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,287.5,4/10/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,5175,4/10/2020,Consulting Fee
92649,CHRISTOPHER,HYER,Integra LifeSciences Corporation,575,9/3/2020,Consulting Fee
4640,CHRISTOPHER,RITTER,Integra LifeSciences Corporation,4717.03,4/10/2020,Consulting Fee
4227058,CHRISTPHER,KLIFTO,Integra LifeSciences Corporation,5750,4/17/2020,Consulting Fee
4227058,CHRISTPHER,KLIFTO,Integra LifeSciences Corporation,2000,9/30/2020,Consulting Fee
4227058,CHRISTPHER,KLIFTO,Integra LifeSciences Corporation,3000,10/29/2020,Consulting Fee
4227058,CHRISTPHER,KLIFTO,Integra LifeSciences Corporation,3000,10/29/2020,Consulting Fee
4227058,CHRISTPHER,KLIFTO,Integra LifeSciences Corporation,2500,1/10/2020,Consulting Fee
265065,CLIFFORD,JENG,Integra LifeSciences Corporation,2000,8/17/2020,Consulting Fee
265065,CLIFFORD,JENG,Integra LifeSciences Corporation,2000,9/18/2020,Consulting Fee
265065,CLIFFORD,JENG,Integra LifeSciences Corporation,500,11/6/2020,Consulting Fee
631086,COLEMAN,CLOUGHERTY,Integra LifeSciences Corporation,4400.87,4/2/2020,Consulting Fee
631086,COLEMAN,CLOUGHERTY,Integra LifeSciences Corporation,875,5/29/2020,Consulting Fee
306632,DANIEL,PREVEDELLO,Integra LifeSciences Corporation,3000,11/6/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,1000,1/24/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,1500,1/24/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,4000,1/24/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,1000,1/24/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,3000,1/31/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,6000,1/31/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,6000,2/14/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,250,3/2/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,3000,3/2/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,4000,3/2/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,500,3/2/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,3000,3/2/2020,Consulting Fee
202266,DAVID,ADELMAN,Integra LifeSciences Corporation,12042.57,5/1/2020,Consulting Fee
89723,DAVID,PEDOWITZ,Integra LifeSciences Corporation,1150,1/17/2020,Consulting Fee
89723,DAVID,PEDOWITZ,Integra LifeSciences Corporation,15156.58,4/2/2020,Consulting Fee
89723,DAVID,PEDOWITZ,Integra LifeSciences Corporation,1150,12/18/2020,Consulting Fee
89723,DAVID,PEDOWITZ,Integra LifeSciences Corporation,2300,12/18/2020,Consulting Fee
111647,DAVID,RIVADENEIRA,Integra LifeSciences Corporation,4500,12/4/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,2000,9/18/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,1500,9/18/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,500,1/3/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,1500,1/24/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,4000,1/24/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,1500,1/24/2020,Consulting Fee
311793,DENNIS,ORGILL,Integra LifeSciences Corporation,1000,1/24/2020,Consulting Fee
259000,DIMITRIOS,LINTZERIS,Integra LifeSciences Corporation,1767,4/10/2020,Consulting Fee
259000,DIMITRIOS,LINTZERIS,Integra LifeSciences Corporation,400,1/3/2020,Consulting Fee
259000,DIMITRIOS,LINTZERIS,Integra LifeSciences Corporation,1400,1/3/2020,Consulting Fee
240894,DOUGLAS,BEAMAN,Integra LifeSciences Corporation,2500,3/2/2020,Consulting Fee
114110,DOUGLAS,CROMACK,Integra LifeSciences Corporation,2925,6/29/2020,Consulting Fee
124857,EDGARDO,RODRIGUEZ COLLAZO,Integra LifeSciences Corporation,637.5,1/31/2020,Consulting Fee
124857,EDGARDO,RODRIGUEZ COLLAZO,Integra LifeSciences Corporation,2125,1/31/2020,Consulting Fee
124857,EDGARDO,RODRIGUEZ COLLAZO,Integra LifeSciences Corporation,4250,4/2/2020,Consulting Fee
124857,EDGARDO,RODRIGUEZ COLLAZO,Integra LifeSciences Corporation,5075.96,4/10/2020,Consulting Fee
124857,EDGARDO,RODRIGUEZ COLLAZO,Integra LifeSciences Corporation,2975,4/24/2020,Consulting Fee
6278261,EDUARDO,VEGA PIZARRO,Integra LifeSciences Corporation,2000,3/6/2020,Consulting Fee
169044,EDWARD,MIRANDA,Integra LifeSciences Corporation,1875,3/6/2020,Consulting Fee
169044,EDWARD,MIRANDA,Integra LifeSciences Corporation,1062.5,3/6/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,1200,1/3/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,900,1/3/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,1600,1/3/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,1200,12/18/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,800,12/18/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,1000,12/18/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,2400,1/3/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,400,3/2/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,800,3/2/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,2600,3/2/2020,Consulting Fee
439598,ELIZABETH,HEWITT,Integra LifeSciences Corporation,5561.51,4/10/2020,Consulting Fee
1192417,GARRET,WOBST,Integra LifeSciences Corporation,3200,4/10/2020,Consulting Fee
1094382,GERALD,GRANT,Integra LifeSciences Corporation,11000,1/10/2020,Consulting Fee
147803,GRANT,BOCHICCHIO,Integra LifeSciences Corporation,3600,2/21/2020,Consulting Fee
147803,GRANT,BOCHICCHIO,Integra LifeSciences Corporation,2025,2/21/2020,Consulting Fee
427404,IAN,BUCHANAN,Integra LifeSciences Corporation,700,8/7/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,1500,2/21/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,3500,2/21/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,1500,3/6/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,500,3/6/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,2000,3/6/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,2000,5/15/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,500,10/16/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,3250,10/16/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,3500,2/14/2020,Consulting Fee
173436,IAN,VALERIO,Integra LifeSciences Corporation,3000,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,1500,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,4000,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,1000,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,3000,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,750,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,1000,2/14/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,159.8,12/23/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,750,12/23/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,2000,12/23/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,1250,12/23/2020,Consulting Fee
169586,JAMES,BRODSKY,Integra LifeSciences Corporation,2000,12/23/2020,Consulting Fee
426814,JAN,VARGAS MACHAJ,Integra LifeSciences Corporation,6000,6/29/2020,Consulting Fee
374982,JASON,KO,Integra LifeSciences Corporation,8736.86,4/24/2020,Consulting Fee
327680,JASON,MILLER,Integra LifeSciences Corporation,2619.18,5/1/2020,Consulting Fee
505218,JASON,NAUD,Integra LifeSciences Corporation,300,4/17/2020,Consulting Fee
505218,JASON,NAUD,Integra LifeSciences Corporation,1200,5/29/2020,Consulting Fee
505218,JASON,NAUD,Integra LifeSciences Corporation,2400,8/17/2020,Consulting Fee
633242,JEFFREY,JOBE,Integra LifeSciences Corporation,5000,1/3/2020,Consulting Fee
633242,JEFFREY,JOBE,Integra LifeSciences Corporation,500,1/3/2020,Consulting Fee
200021,JESSE,SELBER,Integra LifeSciences Corporation,1000,1/24/2020,Consulting Fee
